employee_id,tasks_completed,average_task_quality,projects_led,client_satisfaction_score,hours_worked,deadline_met_score,innovation_score,efficiency_score,performance_rating
2266,28,8,1,83,33,7,7,6,Medium
2267,48,6,4,63,38,8,4,6,Medium
2268,58,6,2,87,38,8,8,6,High
2269,25,8,1,65,41,7,2,5,Low
2270,42,5,4,96,32,5,3,6,Medium
2271,37,6,3,83,41,6,6,5,Medium
2272,46,9,2,65,33,5,2,6,Medium
2273,36,5,3,56,41,5,5,5,Low
2274,47,6,0,52,37,8,7,9,Low
2275,43,5,2,80,45,5,6,9,Medium
2276,41,8,4,95,49,6,9,6,High
2277,36,5,3,69,48,6,5,9,Medium
2278,39,6,0,88,39,9,8,9,High
2279,34,6,2,83,37,9,3,7,Medium
2280,24,6,3,99,31,6,6,9,Medium
2281,32,8,0,57,35,8,7,5,Low
2282,21,6,1,58,46,8,1,7,Low
2283,34,8,4,71,43,9,4,9,High
2284,47,7,1,51,46,5,3,5,Low
2285,36,7,1,68,36,6,2,5,Low
2286,24,8,2,80,32,6,5,6,Low
2287,57,6,0,79,49,5,6,9,Low
2288,25,7,0,82,38,9,8,6,Medium
2289,30,6,4,96,36,9,8,9,High
2290,49,9,2,86,45,8,1,9,High
2291,58,5,2,98,43,8,5,9,High
2292,23,7,0,85,49,8,7,5,High
2293,46,5,0,57,34,5,2,9,Low
2294,52,6,3,72,35,6,5,6,Medium
2295,57,5,2,77,43,6,9,5,Medium
2296,50,9,3,65,43,5,4,5,Medium
2297,26,9,4,68,31,6,8,6,High
2298,22,7,1,58,41,6,5,9,Low
2299,42,5,1,57,35,9,9,5,Low
2300,57,8,1,65,33,6,5,6,Medium
2301,57,9,4,65,32,7,9,7,High
2302,44,7,3,76,38,7,9,8,High
2303,58,8,2,71,38,9,8,7,High
2304,22,6,4,97,31,6,3,7,Medium
2305,56,6,1,67,33,6,8,5,Medium
2306,25,9,2,51,46,9,6,8,Medium
2307,44,8,4,65,45,6,1,7,Medium
2308,22,5,3,59,44,9,1,7,Low
2309,56,7,0,54,43,9,6,5,Medium
2310,45,5,0,80,39,7,8,7,Low
2311,20,5,1,74,35,7,3,6,Low
2312,22,7,3,73,45,9,6,8,High
2313,43,7,4,85,48,7,2,8,High
2314,49,6,1,77,48,5,3,6,Low
2315,31,5,0,83,38,9,4,6,Low
2316,22,6,2,93,32,7,3,6,Low
2317,25,8,0,75,40,9,9,5,Medium
2318,52,8,3,95,37,8,5,8,High
2319,57,7,3,80,30,8,6,7,High
2320,26,6,3,99,45,5,8,6,Medium
2321,56,9,2,61,44,5,7,7,Medium
2322,30,6,1,81,48,8,6,8,Medium
2323,33,5,4,83,36,6,3,5,Low
2324,46,9,1,64,38,5,8,5,Medium
2325,26,8,1,89,32,8,4,6,Medium
2326,41,8,0,64,36,8,6,5,Low
2327,53,6,3,74,40,7,8,8,Medium
2328,59,9,2,72,37,8,2,9,High
2329,55,7,2,62,42,5,1,5,Low
2330,22,7,4,97,33,6,3,6,Medium
2331,44,5,4,51,31,7,6,9,Medium
2332,45,7,3,88,46,8,1,7,High
2333,40,7,3,81,45,5,4,9,Medium
2334,43,9,0,90,44,5,2,5,Medium
2335,21,6,2,50,46,9,9,6,Low
2336,31,5,0,70,39,8,6,9,Low
2337,43,5,2,91,31,6,5,7,Low
2338,27,5,4,54,44,5,5,7,Low
2339,23,9,4,91,33,6,3,9,High
2340,23,7,4,51,40,8,4,8,Medium
2341,44,6,0,84,49,8,6,8,Medium
2342,48,7,2,55,33,5,5,9,Low
2343,51,6,3,77,30,5,1,8,Medium
2344,32,8,4,77,35,6,4,9,High
2345,30,9,2,81,38,5,2,6,Medium
2346,25,7,4,81,34,9,9,5,High
2347,29,8,3,56,38,8,4,7,Low
2348,56,8,1,93,34,8,9,7,High
2349,56,5,3,50,46,6,3,6,Low
2350,26,8,1,66,48,5,8,8,Low
2351,31,9,1,53,40,6,6,9,Low
2352,59,5,1,98,46,5,5,8,Low
2353,29,7,4,93,36,9,4,5,High
2354,29,9,4,56,30,7,5,9,High
2355,28,5,1,75,39,7,9,5,Low
2356,49,7,1,88,37,6,6,9,Low
2357,51,7,0,56,39,8,9,7,Medium
2358,46,6,4,82,38,6,8,5,High
2359,20,7,1,77,39,7,8,6,Low
2360,58,6,4,71,49,7,5,7,High
2361,37,5,0,72,44,5,8,6,Low
2362,28,6,2,75,34,5,9,5,Low
2363,21,6,3,98,32,9,9,9,High
2364,31,5,2,76,32,9,8,6,Low
2365,20,9,1,56,36,9,1,7,Medium
2366,45,7,2,59,35,9,5,6,Medium
2367,44,5,2,83,37,8,7,6,Medium
2368,22,7,0,72,49,7,4,7,Low
2369,45,7,2,69,33,8,7,6,Medium
2370,56,6,1,68,39,8,8,7,Medium
2371,56,9,2,78,35,7,3,6,High
2372,30,5,2,58,34,8,5,9,Medium
2373,55,5,2,94,31,8,6,8,Medium
2374,36,8,3,71,36,8,5,9,Medium
2375,21,9,4,77,33,7,6,9,High
2376,56,5,0,64,33,9,5,6,Low
2377,37,6,3,85,41,9,2,6,Medium
2378,20,7,1,66,34,9,4,9,Medium
2379,39,8,1,75,48,7,8,6,Medium
2380,27,7,0,81,48,5,1,8,Low
2381,55,8,1,52,32,5,4,9,Medium
2382,55,8,1,86,32,9,1,5,High
2383,24,5,3,50,41,8,2,5,Low
2384,33,6,3,53,43,7,5,5,Low
2385,22,6,3,92,34,5,2,5,Low
2386,30,5,4,91,37,8,5,7,Medium
2387,37,5,1,78,44,9,6,6,Medium
2388,25,9,0,60,38,7,7,8,Medium
2389,41,6,0,54,41,5,2,7,Low
2390,40,8,4,53,34,8,5,6,Medium
2391,20,9,2,99,47,6,8,8,High
2392,57,7,2,66,40,6,4,6,Low
2393,43,8,0,64,34,7,9,6,High
2394,46,5,4,51,31,7,6,9,Medium
2395,43,7,0,97,48,9,3,7,High
2396,34,9,0,88,38,6,5,9,Medium
2397,41,7,3,63,46,8,4,7,Medium
2398,23,9,2,83,33,5,3,7,Low
2399,39,5,1,93,31,6,8,5,Medium
2400,48,6,2,98,33,7,6,5,Medium
2401,47,6,3,61,32,9,1,5,Low
2402,53,6,2,77,39,6,2,8,Medium
2403,26,6,3,94,40,8,6,6,High
2404,51,9,3,95,35,7,3,9,High
2405,30,5,2,67,39,5,7,9,Low
2406,45,9,2,82,48,5,7,5,Medium
2407,57,5,0,61,46,9,6,8,Low
2408,34,5,2,77,38,5,4,8,Low
2409,27,5,4,83,35,9,9,9,High
2410,38,7,0,97,34,8,4,6,Medium
2411,41,5,2,66,44,8,5,8,Medium
2412,57,5,1,71,33,8,4,6,Medium
2413,50,5,3,89,30,7,6,5,Medium
2414,55,8,1,92,43,5,8,8,High
2415,36,6,4,63,32,9,5,6,Medium
2416,28,9,4,58,44,6,7,8,High
2417,35,7,4,78,31,9,7,5,High
2418,27,5,2,79,42,8,5,8,Low
2419,22,9,3,73,31,9,5,5,High
2420,50,5,0,83,43,9,6,6,Medium
2421,53,7,4,87,41,5,3,8,High
2422,32,9,0,73,48,9,4,9,High
2423,57,9,1,74,41,6,1,5,Medium
2424,59,6,2,96,46,5,3,9,Medium
2425,54,9,1,67,37,5,1,6,Low
2426,53,8,1,97,46,7,8,7,High
2427,56,8,1,91,43,8,6,8,High
2428,21,8,3,87,38,5,3,5,Low
2429,43,8,0,53,44,8,7,8,Medium
2430,49,8,0,80,30,9,7,9,High
2431,27,5,3,74,30,6,4,5,Low
2432,42,5,4,64,33,7,2,9,Medium
2433,28,6,1,65,43,8,4,9,Low
2434,42,9,4,80,47,9,3,5,High
2435,57,7,2,89,45,8,7,5,High
2436,27,6,0,60,38,6,3,9,Low
2437,24,8,2,67,48,5,3,5,Low
2438,53,8,3,56,33,7,5,5,High
2439,25,7,0,84,46,5,7,5,Low
2440,41,6,3,54,30,7,2,7,Low
2441,41,7,2,69,44,9,8,7,High
2442,53,7,3,80,39,9,7,7,High
2443,30,8,0,50,47,5,1,5,Low
2444,47,8,4,55,48,7,6,7,Medium
2445,23,5,2,58,42,9,1,6,Low
2446,45,7,1,52,31,5,1,7,Low
2447,41,7,2,50,42,8,4,5,Low
2448,53,7,3,52,38,7,7,8,High
2449,37,5,0,62,42,8,7,8,Low
2450,32,8,1,54,30,7,7,9,Medium
2451,20,7,3,96,36,9,9,8,High
2452,56,7,2,68,38,8,5,7,High
2453,45,5,1,88,44,9,7,5,Medium
2454,22,6,3,56,47,5,1,7,Low
2455,31,9,2,64,47,6,6,5,Medium
2456,34,5,2,82,43,6,8,8,Low
2457,32,7,1,56,35,6,6,7,Low
2458,44,9,1,82,44,7,7,5,High
2459,59,8,3,60,44,7,6,9,High
2460,24,9,3,80,30,5,5,5,Medium
2461,33,6,3,52,30,8,1,8,Low
2462,20,9,3,96,47,5,7,9,High
2463,42,6,3,81,34,7,7,9,High
2464,32,7,4,81,36,9,1,5,Medium
2465,37,9,1,50,33,8,1,7,Low
2466,54,7,0,67,37,8,8,7,Medium
2467,57,9,0,84,38,8,8,8,High
2468,29,9,2,71,44,6,1,6,Medium
2469,31,8,1,99,32,9,4,7,High
2470,21,7,1,58,39,8,2,9,Low
2471,55,6,0,57,40,8,5,8,Medium
2472,34,6,2,85,31,6,9,5,Low
2473,34,7,3,74,41,5,7,8,High
2474,59,5,4,61,47,5,1,9,Low
2475,22,5,0,81,41,6,8,6,Low
2476,20,5,4,56,36,5,5,5,Low
2477,51,7,1,68,37,7,8,5,Medium
2478,55,6,3,68,36,5,5,6,Medium
2479,22,5,3,95,31,8,4,9,Medium
2480,55,7,0,63,42,5,9,6,Low
2481,44,6,0,58,33,8,3,8,Low
2482,58,5,4,61,44,9,9,9,High
2483,20,6,1,98,33,8,4,5,Medium
2484,25,7,4,96,45,9,3,7,High
2485,44,8,4,93,41,6,4,6,High
2486,55,6,2,99,46,7,4,6,High
2487,49,5,0,63,34,9,1,8,Low
2488,39,7,0,71,41,9,1,9,Low
2489,42,6,1,96,35,9,1,5,Low
2490,21,7,2,54,30,8,2,9,Low
2491,40,7,2,57,36,8,7,6,Medium
2492,45,6,0,74,41,9,3,5,Medium
2493,55,9,4,57,34,9,7,8,High
2494,51,8,1,84,41,9,4,9,High
2495,57,7,2,69,40,8,4,9,High
2496,23,6,3,70,32,5,5,9,Medium
2497,38,7,0,92,41,6,4,9,High
2498,31,9,2,73,45,6,5,6,High
2499,59,6,2,95,35,6,9,7,High
2500,24,7,0,79,47,9,9,8,Medium
2501,21,8,1,63,33,8,2,7,Low
2502,29,7,2,67,34,7,4,5,Low
2503,41,6,3,94,30,5,6,7,Medium
2504,29,7,1,54,39,6,7,5,Low
2505,44,8,2,96,40,7,8,5,High
2506,22,9,1,70,49,5,6,7,Low
2507,36,8,1,70,37,7,6,6,Medium
2508,45,5,3,78,35,9,7,8,High
2509,57,8,0,73,47,8,8,7,High
2510,34,7,0,68,32,8,1,6,Low
2511,27,5,4,53,38,5,4,6,Low
2512,52,9,1,51,38,8,6,9,High
2513,31,5,0,70,36,6,8,5,Low
2514,50,9,0,79,39,8,2,7,Medium
2515,34,8,2,86,49,6,2,6,Medium
2516,22,6,3,62,36,7,1,6,Low
2517,50,7,0,93,31,9,1,5,High
2518,49,8,0,93,34,8,6,7,High
2519,50,5,0,87,40,8,9,7,Medium
2520,44,6,0,73,35,7,4,8,Medium
2521,43,8,2,55,34,7,8,7,High
2522,28,8,3,56,41,9,2,9,Medium
2523,47,9,4,85,31,7,9,5,High
2524,33,6,4,50,30,7,9,7,Low
2525,26,5,1,62,44,9,4,5,Low
2526,59,8,0,67,46,5,1,7,Medium
2527,55,8,1,51,47,7,6,6,High
2528,28,9,0,83,41,6,5,8,High
2529,30,9,2,67,48,8,6,5,Medium
2530,41,6,0,50,44,6,3,9,Low
2531,25,5,3,88,34,9,3,6,Medium
2532,30,9,2,92,42,9,3,9,High
2533,40,7,2,57,39,8,8,5,Medium
2534,47,7,2,50,34,9,4,8,Medium
2535,25,7,0,72,44,7,2,9,Low
2536,27,6,4,73,43,9,7,9,Medium
2537,26,7,4,72,39,9,6,6,High
2538,34,7,2,95,45,8,9,5,High
2539,20,7,2,99,34,9,9,8,High
2540,20,6,0,89,34,6,6,6,Low
2541,21,8,2,56,49,9,8,6,Low
2542,49,8,2,89,37,9,4,6,High
2543,50,5,2,86,33,9,7,9,High
2544,46,9,2,67,33,5,4,7,Medium
2545,28,8,2,77,46,7,3,5,Low
2546,28,7,0,75,36,6,3,6,Low
2547,22,6,1,88,36,7,3,6,Low
2548,43,5,0,59,49,5,1,6,Low
2549,33,6,2,67,39,6,5,6,Low
2550,59,9,4,50,45,9,3,7,High
2551,29,9,2,51,48,6,3,6,Low
2552,52,8,3,73,42,9,1,8,High
2553,49,7,2,96,47,6,9,5,High
2554,53,7,0,98,43,6,3,7,High
2555,29,7,2,81,44,7,9,9,Medium
2556,50,5,0,61,42,8,2,5,Low
2557,50,6,0,61,41,5,7,8,Low
2558,20,6,3,85,45,6,5,8,Low
2559,26,9,3,59,33,7,7,8,High
2560,48,9,3,60,37,6,1,8,Medium
2561,37,7,4,79,49,8,6,6,High
2562,58,6,2,94,35,5,5,9,Medium
2563,48,8,1,83,48,9,9,9,High
2564,57,8,0,98,33,7,9,6,High
2565,31,9,0,56,44,6,8,8,Medium
2566,20,8,4,93,36,7,9,5,High
2567,48,7,2,79,38,9,5,7,High
2568,32,5,2,57,49,9,1,8,Low
2569,44,6,3,50,41,9,4,9,Low
2570,35,5,2,53,44,8,8,5,Low
2571,59,5,2,99,34,7,7,7,High
2572,53,9,3,63,40,6,4,6,Medium
2573,22,6,2,77,47,9,2,7,Medium
2574,20,6,3,81,39,9,4,7,Low
2575,43,9,3,57,45,9,6,7,High
2576,58,9,3,69,41,7,1,7,High
2577,46,6,3,89,35,5,4,9,Low
2578,28,8,3,91,44,8,9,6,High
2579,48,6,1,98,34,5,2,8,Low
2580,51,7,4,64,42,6,3,7,Medium
2581,58,6,3,66,44,9,8,7,High
2582,37,7,2,79,35,7,6,8,High
2583,41,5,1,80,41,5,5,5,Low
2584,22,6,2,89,48,6,9,8,Medium
2585,52,6,0,60,47,6,9,6,Low
2586,49,8,4,85,41,7,6,7,High
2587,20,7,2,56,39,5,8,9,Low
2588,22,9,0,83,47,9,7,7,High
2589,59,9,0,84,31,6,2,6,Medium
2590,44,5,0,72,47,6,2,5,Low
2591,22,6,4,74,42,5,9,5,Low
2592,53,7,3,85,33,9,6,9,High
2593,47,9,1,85,39,8,4,9,High
2594,48,6,4,57,36,9,9,9,High
2595,46,7,4,96,36,8,5,9,High
2596,33,9,2,53,32,7,3,6,Low
2597,57,5,0,67,48,9,4,8,Medium
2598,31,8,3,56,40,8,3,8,High
2599,30,5,2,75,36,7,1,8,Low
2600,59,7,2,97,42,9,9,7,High
2601,23,7,1,51,46,8,7,5,Low
2602,48,7,2,69,39,5,3,6,Medium
2603,53,9,1,72,49,6,5,8,Medium
2604,46,5,4,88,49,8,7,8,High
2605,42,5,2,88,37,8,2,6,Low
2606,25,6,2,52,30,9,2,5,Low
2607,51,6,4,60,33,7,1,8,Medium
2608,22,5,1,80,40,8,1,7,Low
2609,50,8,4,61,44,8,1,9,High
2610,27,7,2,75,31,9,8,6,Medium
2611,51,5,1,84,45,6,6,6,Low
2612,48,5,0,71,36,7,9,7,Low
2613,40,9,0,83,38,7,8,6,High
2614,53,8,1,85,36,6,5,6,Medium
2615,33,9,3,69,43,8,8,7,High
2616,38,8,3,71,34,8,2,6,High
2617,44,8,3,65,49,5,9,6,High
2618,29,5,0,72,46,8,8,8,Low
2619,36,7,1,95,40,9,8,7,High
2620,40,9,4,69,37,6,1,9,High
2621,44,7,3,79,34,7,1,7,Medium
2622,27,6,0,77,40,7,2,8,Low
2623,45,9,4,55,47,9,3,9,High
2624,48,7,2,63,47,7,5,5,Low
2625,58,6,3,59,40,9,4,7,High
2626,40,5,4,63,32,9,4,6,Medium
2627,42,6,2,94,33,6,7,5,Medium
2628,42,6,3,59,35,9,3,8,Medium
2629,58,5,2,63,42,6,7,5,Low
2630,25,6,3,57,44,6,3,9,Low
2631,28,5,0,61,40,5,7,5,Low
2632,47,8,0,72,31,7,7,8,Medium
2633,27,7,1,64,41,8,3,6,Low
2634,46,7,3,70,45,8,6,8,High
2635,22,7,2,79,42,6,6,8,Low
2636,48,6,0,79,46,8,1,7,Low
2637,20,9,0,77,33,7,5,7,Low
2638,59,7,4,66,42,8,1,8,High
2639,59,6,3,67,31,8,7,8,High
2640,47,5,2,52,39,9,3,7,Low
2641,20,6,4,93,44,9,5,7,High
2642,21,9,2,54,36,8,6,6,Low
2643,59,9,0,66,32,5,4,9,Medium
2644,52,6,4,95,40,8,8,9,High
2645,34,9,2,70,41,6,3,7,Medium
2646,52,8,3,67,41,7,5,9,High
2647,34,5,2,75,31,7,7,5,Low
2648,37,8,2,60,38,9,3,6,High
2649,41,7,1,97,35,8,6,6,High
2650,50,9,2,89,44,7,2,8,High
2651,21,8,3,60,36,9,1,7,Medium
2652,35,8,1,79,42,5,5,5,Low
2653,33,6,3,65,41,9,6,9,Medium
2654,59,5,0,58,49,8,4,5,Low
2655,27,9,3,96,38,6,6,9,High
2656,38,5,0,64,34,5,2,9,Low
2657,21,6,4,76,44,5,4,9,Low
2658,48,5,0,60,41,6,9,5,Low
2659,28,6,3,91,37,8,2,7,Medium
2660,24,5,0,75,48,8,5,7,Low
2661,45,6,2,94,48,6,8,5,High
2662,38,5,3,55,40,9,1,9,Low
2663,46,8,1,90,38,7,3,7,Medium
2664,27,9,4,92,39,5,5,6,High
2665,50,8,3,67,34,8,9,8,High
2666,58,8,4,81,47,5,5,5,High
2667,26,5,0,97,48,9,9,7,Medium
2668,30,9,0,88,41,9,3,8,High
2669,27,7,3,60,41,8,5,7,Medium
2670,35,6,2,54,42,6,8,5,Low
2671,28,7,3,94,44,9,4,6,High
2672,57,5,3,67,30,5,8,8,Low
2673,59,9,1,83,41,5,3,9,High
2674,33,7,0,73,31,8,9,7,Low
2675,20,7,2,96,44,7,4,5,Medium
2676,52,8,2,53,41,9,1,5,Medium
2677,51,5,0,70,34,6,6,7,Low
2678,47,5,0,95,35,5,2,8,Low
2679,58,6,2,98,32,7,2,8,High
2680,52,9,3,81,37,6,5,6,High
2681,34,7,1,73,30,6,3,8,Low
2682,56,9,4,96,47,9,3,9,High
2683,58,6,0,56,47,5,8,8,Low
2684,59,8,4,69,41,5,2,5,Medium
2685,52,9,0,93,45,6,5,7,High
2686,42,9,0,96,37,8,6,7,High
2687,38,9,2,60,37,8,8,5,High
2688,56,7,4,62,40,6,4,6,Medium
2689,42,8,4,71,39,6,5,7,High
2690,42,6,3,97,48,8,8,6,High
2691,36,7,1,50,40,8,5,8,Low
2692,26,5,4,72,48,5,8,8,Low
2693,46,8,2,95,38,6,4,9,High
2694,27,6,2,90,45,7,8,7,Low
2695,36,7,1,59,40,5,6,8,Low
2696,52,5,4,62,48,7,3,6,Medium
2697,54,8,0,54,48,7,2,6,Low
2698,54,9,0,55,44,8,4,5,Medium
2699,46,8,2,67,38,6,6,9,High
2700,56,9,0,79,37,9,5,7,High
2701,52,8,2,76,31,6,2,5,Medium
2702,40,9,4,83,30,5,6,5,High
2703,34,6,2,86,40,7,1,8,Medium
2704,46,6,2,73,32,5,8,5,Medium
2705,35,8,0,86,47,6,7,5,Medium
2706,34,7,0,96,49,7,5,8,Medium
2707,24,9,1,62,45,5,8,6,Low
2708,27,9,4,61,48,6,1,7,High
2709,38,8,4,86,43,8,1,7,High
2710,59,8,0,68,48,6,7,8,Medium
2711,43,7,4,64,45,6,1,7,Medium
2712,59,5,1,80,47,8,3,9,Medium
2713,23,5,1,73,36,9,6,8,Low
2714,37,8,1,94,41,7,1,6,High
2715,58,5,2,58,48,6,2,9,Low
2716,36,8,4,93,35,5,2,5,Medium
2717,44,8,0,59,35,6,9,6,Medium
2718,30,7,2,83,47,8,2,5,Medium
2719,34,6,4,83,31,8,9,9,High
2720,53,9,4,96,46,5,2,5,High
2721,20,6,2,98,41,8,3,8,Medium
2722,24,6,0,80,45,5,5,6,Low
2723,51,5,0,72,41,7,4,7,Low
2724,35,7,4,78,46,6,4,7,Medium
2725,22,7,1,58,36,9,5,7,Low
2726,22,8,3,85,47,9,5,8,High
2727,51,6,2,71,48,8,8,9,Medium
2728,58,9,3,70,45,5,3,9,High
2729,44,6,4,84,41,7,2,5,Medium
2730,51,8,1,67,47,9,5,6,High
2731,47,5,1,89,34,8,6,7,Medium
2732,31,8,2,66,44,5,8,6,Low
2733,40,5,3,79,46,5,1,6,Low
2734,55,8,3,78,42,5,3,7,Medium
2735,45,9,1,84,33,6,6,7,High
2736,24,6,3,62,30,9,3,7,Low
2737,33,5,4,76,48,8,6,7,Medium
2738,34,6,4,62,41,6,3,7,Low
2739,54,5,1,95,46,7,3,7,Medium
2740,24,5,1,58,36,5,9,9,Low
2741,56,9,1,75,30,9,2,9,High
2742,51,9,0,61,31,8,3,6,Medium
2743,38,5,1,99,41,9,2,7,Medium
2744,54,6,2,89,46,8,4,9,High
2745,52,6,1,64,39,8,1,6,Low
2746,21,8,4,99,43,6,5,9,High
2747,43,6,3,66,45,6,3,5,Low
2748,23,5,0,88,37,6,3,9,Low
2749,39,8,0,66,38,9,4,9,Medium
2750,28,8,1,85,45,6,5,9,Medium
2751,53,7,4,65,40,9,4,5,Medium
2752,22,6,2,51,40,6,2,5,Low
2753,26,7,0,77,46,7,6,7,Low
2754,26,8,4,73,36,6,5,9,Medium
2755,27,9,3,99,39,5,5,8,High
2756,26,9,3,88,40,8,1,5,High
2757,28,8,3,82,31,6,4,5,Medium
2758,58,8,2,78,42,9,6,5,High
2759,26,6,0,88,31,6,4,8,Low
2760,47,8,3,96,45,7,2,9,High
2761,36,9,2,58,31,8,3,7,High
2762,29,7,4,74,41,5,3,6,Medium
2763,46,7,1,99,48,9,9,6,High
2764,28,8,2,81,40,9,7,8,High
2765,32,7,3,57,45,7,9,7,High
2766,48,7,3,51,49,8,7,7,High
2767,55,5,0,89,34,7,1,9,Medium
2768,20,5,4,65,42,9,6,6,Low
2769,43,5,4,75,38,6,8,6,Medium
2770,38,5,3,81,44,6,7,7,Medium
2771,44,7,1,51,33,5,4,6,Low
2772,30,8,4,71,36,7,7,6,High
2773,44,9,4,61,37,9,8,9,High
2774,22,7,1,77,39,8,2,6,Low
2775,35,5,0,50,36,8,1,9,Low
2776,37,8,1,64,33,5,6,7,Low
2777,28,8,2,67,33,5,1,9,Low
2778,53,8,1,51,48,8,2,5,Medium
2779,58,8,1,75,44,7,5,9,High
2780,40,6,4,95,34,5,7,6,Medium
2781,33,9,2,56,42,9,2,9,Medium
2782,59,8,2,92,36,5,6,7,High
2783,47,5,1,57,33,7,6,6,Low
2784,29,5,1,55,35,7,1,5,Low
2785,30,6,2,77,30,5,8,5,Low
2786,57,6,4,70,33,9,8,6,High
2787,37,9,4,90,44,7,7,6,High
2788,28,6,3,94,36,9,5,5,Medium
2789,59,8,0,74,49,9,4,9,High
2790,49,6,2,90,37,5,3,7,Medium
2791,38,9,3,70,44,9,2,9,High
2792,53,7,1,95,31,8,7,6,High
2793,30,6,1,95,30,7,7,6,Medium
2794,28,5,2,99,40,7,3,9,Medium
2795,34,7,0,68,48,5,7,8,Low
2796,40,9,4,88,35,9,9,8,High
2797,41,7,1,63,37,9,3,5,Low
2798,23,6,4,58,48,5,6,7,Low
2799,24,6,4,88,35,6,8,8,High
2800,27,9,4,84,34,8,3,7,High
2801,28,7,2,96,35,6,1,8,High
2802,57,6,4,91,42,5,8,7,High
2803,36,8,4,81,48,7,7,7,High
2804,39,7,1,70,40,8,8,5,Low
2805,53,7,1,77,40,7,6,8,Medium
2806,47,7,0,88,33,5,2,9,Low
2807,30,7,1,89,35,7,8,5,Medium
2808,25,7,4,58,48,9,3,6,Low
2809,38,9,3,75,32,9,4,5,High
2810,25,8,0,90,32,5,2,7,Low
2811,51,8,3,56,49,5,1,7,Low
2812,35,5,2,98,31,5,7,6,Low
2813,22,5,3,76,38,7,3,9,Medium
2814,26,9,1,69,49,9,9,8,High
2815,23,6,1,65,34,5,7,7,Low
2816,57,5,4,57,34,6,2,5,Low
2817,25,6,3,84,33,9,7,8,Medium
2818,54,6,1,96,35,5,6,8,Medium
2819,58,8,2,60,32,5,1,5,Low
2820,48,8,1,94,41,5,5,6,Medium
2821,39,5,3,56,47,5,6,8,Low
2822,52,5,3,51,30,8,1,6,Low
2823,33,8,1,72,46,6,5,6,Low
2824,33,5,2,92,32,8,1,5,Low
2825,59,9,2,65,34,8,6,5,High
2826,42,7,0,72,39,8,8,8,Medium
2827,23,6,1,73,43,6,1,9,Low
2828,38,5,4,64,42,8,4,7,Medium
2829,55,9,3,81,43,7,7,5,High
2830,36,9,4,96,45,9,4,6,High
2831,54,6,2,64,39,8,9,7,High
2832,39,6,4,59,40,8,3,7,Medium
2833,52,6,3,67,33,9,3,5,High
2834,41,6,0,76,47,9,5,9,Medium
2835,54,6,3,72,45,5,9,6,Medium
2836,53,7,3,77,34,5,2,7,Medium
2837,43,6,3,85,49,6,8,6,Medium
2838,49,7,0,65,35,6,2,8,Low
2839,54,7,1,89,44,7,7,7,High
2840,31,5,4,58,36,6,8,6,Low
2841,24,8,2,89,32,8,3,9,High
2842,52,5,0,84,31,5,8,9,Low
2843,37,8,1,95,34,5,8,6,Medium
2844,27,8,2,96,41,6,1,7,Medium
2845,31,6,1,83,40,5,8,5,Low
2846,54,5,1,81,44,8,8,8,Medium
2847,22,6,2,57,32,8,2,6,Low
2848,45,7,3,57,47,8,9,5,High
2849,25,7,0,54,31,7,3,5,Low
2850,27,5,4,63,33,9,9,6,Medium
2851,28,5,4,58,40,6,9,5,Low
2852,50,7,1,97,31,9,7,8,High
2853,39,8,3,87,32,8,2,7,High
2854,22,7,0,92,34,6,7,7,Medium
2855,39,8,0,70,44,9,1,9,Medium
2856,26,8,1,98,42,7,3,7,Medium
2857,39,9,3,90,42,5,6,7,High
2858,31,5,4,50,38,8,9,6,Low
2859,55,8,4,88,39,5,3,5,High
2860,21,5,1,50,46,5,3,6,Low
2861,37,7,3,53,31,8,2,6,Low
2862,57,6,1,77,38,9,3,7,High
2863,20,5,3,53,30,5,9,7,Low
2864,31,8,1,75,34,9,3,9,Medium
2865,49,8,1,53,37,6,4,9,Medium
2866,55,5,3,69,37,8,9,5,Medium
2867,35,9,2,54,38,6,4,9,Medium
2868,30,6,0,65,34,8,8,5,Low
2869,36,6,1,57,32,8,6,7,Low
2870,35,5,3,64,42,5,4,6,Low
2871,55,9,3,84,43,9,1,6,High
2872,54,9,0,96,42,9,1,8,High
2873,28,7,3,87,32,9,1,9,High
2874,24,7,0,79,39,6,1,9,Low
2875,52,5,4,71,42,5,1,5,Low
2876,43,5,0,80,39,7,3,5,Low
2877,27,8,4,55,42,8,3,7,Medium
2878,51,6,4,52,41,9,3,8,Medium
2879,48,8,1,74,46,7,2,5,Low
2880,24,5,3,98,38,5,6,6,Low
2881,47,5,0,88,49,9,9,7,High
2882,56,7,2,50,42,7,2,5,Medium
2883,53,9,3,65,32,5,9,9,High
2884,45,7,3,90,31,7,6,6,High
2885,35,6,2,83,38,7,8,8,Medium
2886,34,9,3,91,35,5,1,5,Medium
2887,35,8,1,54,42,6,9,9,Low
2888,36,6,3,83,48,8,9,9,High
2889,39,5,2,50,36,6,5,7,Low
2890,37,6,2,71,43,8,5,7,Medium
2891,50,5,3,58,41,6,4,7,Low
2892,48,8,4,89,40,7,8,9,High
2893,42,7,3,50,47,5,6,7,Low
2894,40,5,3,60,35,5,3,8,Low
2895,57,8,1,54,31,7,3,5,Medium
2896,39,6,3,97,44,8,3,6,Medium
2897,36,8,1,57,36,5,7,9,Low
2898,22,6,3,77,48,8,7,8,High
