employee_id,speech_sentiment_score,speech_energy_level,speech_clarity_score,tone_consistency_score,speaking_speed,pause_frequency,pitch_variation,volume_stability_score,performance_rating
2136,0.55,7,5,4,121,4,9,3,High
2137,0.51,5,8,1,90,3,6,7,Medium
2138,0.98,8,5,2,100,8,5,2,Medium
2139,0.98,5,6,4,133,2,2,8,Low
2140,-0.29,4,7,1,123,5,8,2,Medium
2141,-0.9,8,7,5,148,8,3,8,Medium
2142,0.69,8,8,7,87,1,6,9,Low
2143,0.78,4,6,6,83,2,6,5,Medium
2144,-0.95,7,5,6,94,5,8,5,High
2145,0.65,3,5,9,92,3,6,4,High
2146,-0.17,9,9,3,95,8,7,3,Medium
2147,-0.99,6,5,5,82,2,1,9,High
2148,-0.32,6,5,9,159,5,3,7,Low
2149,-0.87,4,8,1,142,2,2,7,Medium
2150,0.24,9,9,9,117,9,7,5,High
2151,-0.64,5,8,6,110,9,1,7,Low
2152,0.02,4,8,8,122,0,6,5,Low
2153,-0.37,8,7,8,118,9,9,4,Low
2154,0.66,9,9,5,95,9,5,7,Low
2155,-0.68,9,7,1,118,8,3,2,Medium
2156,-0.87,4,5,1,88,3,9,1,Low
2157,0.77,8,9,1,147,9,9,5,Medium
2158,-0.91,8,8,2,99,9,7,9,Medium
2159,0.78,8,6,3,89,9,9,4,Low
2160,-0.89,5,8,4,81,8,1,3,Low
2161,-0.84,8,6,2,131,0,7,2,Medium
2162,-0.78,6,6,7,86,9,9,4,High
2163,-0.2,9,7,2,143,7,9,6,Medium
2164,0.69,5,7,1,147,0,4,6,Low
2165,-0.67,5,9,5,119,9,9,5,High
2166,-0.44,4,9,7,144,7,6,6,High
2167,-0.79,4,7,2,110,3,3,3,Medium
2168,-0.64,6,8,9,90,3,9,9,High
2169,0.65,5,9,2,92,7,4,5,Low
2170,-0.12,4,7,9,119,5,8,9,High
2171,-0.22,7,5,6,105,5,9,7,High
2172,0.05,4,5,5,135,6,6,4,High
2173,-0.73,4,8,6,130,4,9,4,Low
2174,-0.1,4,8,3,83,7,3,4,Low
2175,-0.45,8,9,6,119,4,1,6,Medium
2176,0.06,7,9,5,100,3,1,5,High
2177,-0.71,4,9,1,111,0,3,8,Low
2178,-0.46,8,5,7,99,1,7,1,High
2179,-0.37,4,7,1,93,9,5,6,High
2180,0.48,9,6,7,93,6,5,2,Medium
2181,-0.7,4,5,4,80,6,3,1,Medium
2182,0.67,6,9,5,131,2,1,6,High
2183,-0.69,5,7,2,142,8,7,6,High
2184,0.22,5,5,8,139,0,3,8,Low
2185,0.93,9,6,7,135,1,7,7,High
2186,0.78,9,5,5,91,0,8,1,High
2187,-0.12,5,7,8,150,6,2,7,Medium
2188,0.3,5,9,5,107,4,2,1,High
2189,-0.91,7,5,2,96,5,9,3,Medium
2190,0.6,6,8,2,116,4,4,9,Medium
2191,1.0,5,6,8,155,6,6,4,Medium
2192,-0.62,4,6,3,159,2,4,1,Low
2193,-0.04,3,5,2,141,6,7,6,Medium
2194,-0.74,9,7,4,157,2,4,9,High
2195,0.61,9,6,7,107,9,1,7,High
2196,-0.95,3,8,8,96,7,8,2,Low
2197,0.78,3,5,6,83,8,8,3,Low
2198,-0.42,8,5,5,139,1,9,8,Medium
2199,-0.94,9,9,7,150,5,9,2,Low
2200,0.85,9,7,7,113,3,5,7,Medium
2201,0.76,5,5,9,158,9,9,6,High
2202,0.51,5,8,6,144,2,8,8,Medium
2203,-0.51,8,5,4,139,1,7,9,Low
2204,0.75,7,9,8,136,0,5,6,Medium
2205,0.1,9,6,7,157,1,5,9,High
2206,0.25,5,7,9,84,7,6,6,High
2207,0.93,7,5,2,139,4,6,7,Medium
2208,-0.15,5,6,9,141,8,6,2,Medium
2209,0.93,7,9,3,82,0,2,6,Low
2210,-0.77,3,6,4,82,4,3,2,Medium
2211,0.82,5,6,6,94,4,9,6,Low
2212,0.51,7,9,5,86,4,4,4,High
2213,-0.99,4,6,2,131,9,6,3,Low
2214,-0.41,5,7,7,93,4,6,1,High
2215,0.54,5,9,4,157,5,6,3,High
2216,0.23,4,6,7,108,7,1,8,High
2217,0.29,7,6,8,112,6,7,2,High
2218,-0.66,4,7,8,114,2,2,9,High
2219,-0.63,4,5,4,145,4,2,8,Low
2220,0.33,6,9,9,126,7,7,3,Low
2221,0.11,9,8,9,95,8,8,9,Medium
2222,-0.18,6,6,7,158,5,7,9,Medium
2223,0.37,5,8,4,156,7,7,8,Low
2224,-0.39,7,6,9,148,1,5,3,High
2225,-0.03,4,8,1,115,3,1,6,Medium
2226,0.41,8,6,4,103,8,3,3,High
2227,-0.71,7,9,6,126,3,7,5,High
2228,0.67,6,7,1,136,1,6,7,High
2229,-0.7,8,7,1,95,0,5,7,High
2230,0.73,6,7,3,88,7,3,7,High
2231,-0.35,7,8,7,120,2,8,3,Low
2232,0.54,5,8,8,125,4,4,9,High
2233,-0.09,8,6,1,92,2,1,1,Low
2234,0.82,7,9,6,121,5,1,1,High
2235,0.93,4,7,9,140,6,2,3,Low
2236,-0.61,3,7,6,108,5,2,8,Medium
2237,-0.17,6,6,4,85,9,1,7,High
2238,0.02,9,9,1,158,4,3,5,Low
2239,-0.3,3,5,6,117,9,9,8,High
2240,0.23,3,8,9,102,1,6,5,Medium
2241,-0.54,7,5,7,134,2,2,9,Low
2242,-0.4,7,7,8,143,5,6,8,Medium
2243,-0.96,7,8,8,132,5,5,5,Medium
2244,-0.49,9,6,9,111,0,7,7,Medium
2245,0.54,9,6,2,135,6,8,6,Medium
2246,0.92,4,5,6,127,3,8,3,High
2247,-0.51,4,8,2,118,3,6,1,High
2248,0.72,9,6,7,138,5,1,7,High
2249,0.02,8,7,1,104,3,2,2,Medium
2250,0.99,3,9,9,97,6,9,7,High
2251,-0.85,6,6,8,140,7,4,1,High
2252,-0.64,7,7,5,110,1,4,9,Low
2253,-0.4,9,6,7,137,9,5,7,Medium
2254,0.14,7,8,4,151,8,9,7,High
2255,-0.65,7,8,2,140,9,6,4,High
2256,-0.65,7,9,9,156,7,9,3,Low
2257,-0.69,3,9,2,100,9,5,5,Medium
2258,-0.77,3,5,7,92,8,5,7,Medium
2259,0.79,8,7,3,136,0,3,4,Low
2260,0.71,9,5,9,88,9,6,9,Medium
2261,-0.46,3,5,1,116,5,4,3,High
2262,0.89,9,6,1,127,0,4,7,Medium
2263,0.37,4,8,9,149,7,1,1,High
2264,0.04,3,7,8,122,9,8,6,Low
2265,0.63,9,7,7,112,3,7,8,Medium
2266,-0.54,9,6,7,114,2,1,9,Medium
2267,-0.41,7,9,3,157,9,1,7,Medium
2268,-0.52,9,8,4,149,5,2,3,High
2269,0.08,6,9,5,108,6,3,9,Low
2270,0.69,9,6,9,139,0,9,3,Medium
2271,0.93,5,6,6,107,3,1,9,Medium
2272,-0.89,6,7,4,96,0,8,9,Medium
2273,-0.16,6,9,1,90,4,2,9,Low
2274,-0.81,8,8,8,81,8,5,3,Low
2275,-0.85,8,8,1,145,5,4,8,Medium
2276,-0.24,9,9,9,152,9,4,4,High
2277,0.37,7,5,6,133,0,3,9,Medium
2278,0.12,5,5,5,108,4,8,9,High
2279,-0.03,9,7,5,149,8,8,5,Medium
2280,-0.33,9,6,5,86,0,8,5,Medium
2281,-0.4,7,8,8,124,6,3,1,Low
2282,0.13,7,7,3,142,3,9,9,Low
2283,0.74,8,9,2,139,6,7,1,High
2284,-0.85,3,5,3,85,2,3,3,Low
2285,0.13,8,7,8,101,9,5,8,Low
2286,0.86,8,9,7,141,2,3,1,Low
2287,-0.42,7,8,1,88,5,6,5,Low
2288,-0.74,3,9,9,153,7,2,9,Medium
2289,-0.58,4,6,3,149,6,5,8,High
2290,-0.53,4,7,5,148,9,7,4,High
2291,-0.08,7,5,8,155,8,4,1,High
2292,0.16,9,9,5,110,5,1,6,High
2293,0.14,8,7,5,143,9,6,3,Low
2294,-0.55,3,8,1,152,0,1,4,Medium
2295,-0.29,3,7,5,85,8,2,7,Medium
2296,0.07,5,6,4,151,1,7,7,Medium
2297,0.23,4,6,7,130,6,5,5,High
2298,0.54,6,8,8,122,5,5,4,Low
2299,0.45,5,9,4,97,2,4,1,Low
2300,-0.04,9,6,5,152,6,1,8,Medium
2301,0.35,9,5,5,90,7,4,1,High
2302,-0.8,8,9,6,148,2,3,2,High
2303,0.03,5,5,1,87,4,8,7,High
2304,0.68,8,8,8,82,3,6,1,Medium
2305,-0.74,9,9,3,105,8,4,6,Medium
2306,0.27,4,9,1,122,7,5,2,Medium
2307,-0.95,3,6,6,84,5,5,1,Medium
2308,-0.44,9,8,3,104,0,2,2,Low
2309,-0.36,6,9,4,144,8,4,4,Medium
2310,-0.32,6,6,7,128,3,7,1,Low
2311,-0.34,4,7,5,83,4,1,7,Low
2312,0.75,3,7,8,97,3,8,8,High
2313,0.04,6,6,9,142,0,6,1,High
2314,-0.56,5,8,3,133,4,5,8,Low
2315,-0.04,5,9,1,105,3,7,1,Low
2316,-0.58,8,8,6,104,1,9,4,Low
2317,0.7,8,7,9,145,5,1,8,Medium
2318,-0.34,8,7,6,83,7,9,4,High
2319,0.17,7,5,9,133,5,6,3,High
2320,-0.56,9,9,5,156,0,1,1,Medium
2321,-0.86,4,8,7,130,2,9,5,Medium
2322,-0.15,7,7,8,86,0,2,5,Medium
2323,-0.76,5,7,6,141,3,8,7,Low
2324,-0.71,6,8,1,149,3,3,2,Medium
2325,0.41,4,9,4,129,8,4,3,Medium
2326,0.9,7,8,2,134,9,3,5,Low
2327,0.92,4,8,2,125,5,7,4,Medium
2328,0.76,5,8,7,91,3,6,9,High
2329,-0.57,4,8,8,156,5,2,3,Low
2330,0.81,5,9,4,119,8,5,8,Medium
2331,-0.86,4,7,8,112,4,2,3,Medium
2332,0.95,8,9,3,103,2,8,6,High
2333,-0.74,6,7,9,119,2,3,2,Medium
2334,-0.68,6,8,2,85,5,9,4,Medium
2335,-0.28,3,5,5,97,2,8,2,Low
2336,0.26,9,8,9,80,7,9,1,Low
2337,0.57,4,8,7,130,3,7,1,Low
2338,0.13,8,8,2,84,1,9,4,Low
2339,0.8,9,5,3,154,6,7,8,High
2340,0.34,5,6,4,146,6,3,3,Medium
2341,0.19,4,6,4,130,9,9,8,Medium
2342,0.13,7,7,7,138,2,7,5,Low
2343,-0.92,8,8,7,105,1,5,7,Medium
2344,0.7,4,7,7,116,2,6,4,High
2345,0.55,5,9,5,158,1,6,2,Medium
2346,0.34,4,7,3,134,8,3,5,High
2347,-0.29,7,7,7,139,8,5,5,Low
2348,-0.15,9,9,6,91,1,1,4,High
2349,-0.81,4,6,1,143,5,7,8,Low
2350,0.42,8,8,6,148,6,1,7,Low
2351,0.17,4,5,1,147,3,5,5,Low
2352,-0.35,4,9,3,108,7,3,7,Low
2353,-0.56,9,7,1,132,8,8,6,High
2354,-0.19,5,5,2,158,0,1,2,High
2355,-0.34,5,6,5,81,4,4,2,Low
2356,0.78,9,5,3,159,8,8,9,Low
2357,0.64,8,6,4,81,6,3,2,Medium
2358,-0.98,6,6,9,91,5,4,4,High
2359,-0.41,5,5,5,134,3,6,2,Low
2360,-0.15,5,8,1,128,1,3,4,High
2361,0.78,4,7,2,99,2,3,7,Low
2362,-0.43,5,9,8,152,3,3,6,Low
2363,0.76,3,9,3,111,4,6,3,High
2364,-0.05,7,9,4,138,9,4,1,Low
2365,1.0,9,6,4,81,7,6,7,Medium
2366,0.24,5,6,2,96,7,3,5,Medium
2367,-0.27,5,8,3,117,3,3,8,Medium
2368,-0.66,4,7,3,93,9,5,2,Low
2369,-0.65,4,7,6,109,0,4,1,Medium
2370,0.92,3,9,6,147,0,5,9,Medium
2371,0.35,7,5,1,80,3,2,3,High
2372,0.71,9,7,6,102,4,9,6,Medium
2373,-0.73,6,6,1,85,9,2,4,Medium
2374,-0.91,4,8,9,150,3,1,5,Medium
2375,-0.82,5,6,4,145,9,5,5,High
2376,-0.78,3,8,1,104,2,3,2,Low
2377,-0.3,4,8,3,92,7,8,5,Medium
2378,0.73,7,5,9,146,0,5,5,Medium
2379,0.71,7,6,2,109,8,8,3,Medium
2380,-0.83,9,5,9,133,9,4,6,Low
2381,0.9,9,8,2,98,0,5,4,Medium
2382,0.49,3,5,4,81,6,1,3,High
2383,-0.04,5,5,6,144,0,6,6,Low
2384,0.49,4,8,6,112,4,8,2,Low
2385,-0.65,3,7,5,137,8,5,4,Low
2386,0.77,5,5,2,131,3,7,7,Medium
2387,0.36,5,8,4,112,3,4,3,Medium
2388,-0.6,8,9,5,125,0,4,3,Medium
2389,0.04,7,5,1,142,2,7,8,Low
2390,-0.52,8,9,4,83,3,7,4,Medium
2391,-0.94,9,8,2,141,7,9,4,High
2392,0.44,6,5,7,86,1,6,8,Low
2393,0.29,4,7,3,129,7,6,6,High
2394,-0.23,3,7,2,86,9,5,1,Medium
2395,0.76,3,5,7,86,4,8,1,High
2396,0.09,7,7,9,100,6,2,2,Medium
2397,-0.19,5,9,3,154,7,2,3,Medium
2398,-0.49,3,8,2,147,5,8,8,Low
2399,-0.13,8,7,4,83,6,8,6,Medium
2400,0.22,3,6,5,130,4,5,3,Medium
2401,0.49,8,7,7,95,0,6,9,Low
2402,-0.62,3,5,2,157,0,9,6,Medium
2403,-0.36,5,8,5,92,0,2,3,High
2404,-0.18,8,6,6,81,3,1,1,High
2405,-0.69,7,5,1,112,2,8,4,Low
2406,0.78,7,9,3,137,1,8,4,Medium
2407,-0.9,7,8,1,97,1,1,8,Low
2408,-0.83,4,5,2,116,9,6,1,Low
2409,0.39,7,8,6,97,6,2,1,High
2410,0.01,3,5,3,134,5,3,4,Medium
2411,-0.76,9,5,4,147,0,6,3,Medium
2412,0.64,4,8,9,137,3,2,3,Medium
2413,0.19,6,5,9,101,4,2,9,Medium
2414,-0.4,4,8,2,149,8,9,9,High
2415,-0.34,3,9,5,124,5,1,2,Medium
2416,-0.26,9,5,9,146,2,3,1,High
2417,-0.9,6,7,4,93,7,9,2,High
2418,0.42,4,5,1,141,3,8,7,Low
2419,0.16,5,9,4,113,9,8,2,High
2420,0.16,3,5,9,155,1,5,4,Medium
2421,-0.53,6,6,4,88,0,2,6,High
2422,-0.36,3,8,3,156,4,5,2,High
2423,-0.91,6,5,5,148,8,3,1,Medium
2424,0.21,5,6,1,93,0,8,6,Medium
2425,-0.28,5,7,7,81,8,6,5,Low
2426,-0.07,7,8,9,146,0,5,9,High
2427,-0.4,9,9,2,120,5,7,6,High
2428,-0.06,8,7,2,99,4,7,1,Low
2429,0.85,7,7,1,148,5,8,1,Medium
2430,-0.39,5,7,5,114,5,9,8,High
2431,0.68,4,7,6,91,2,4,5,Low
2432,-0.69,6,5,6,82,7,7,5,Medium
2433,0.71,3,9,9,95,5,4,3,Low
2434,-0.87,3,5,9,81,1,1,1,High
2435,0.28,5,5,2,146,9,8,1,High
2436,-0.6,5,6,6,144,6,8,3,Low
2437,-0.08,8,8,7,111,7,1,4,Low
2438,0.38,6,6,9,80,1,2,3,High
2439,0.03,4,5,7,113,6,2,2,Low
2440,-0.88,9,8,1,151,9,4,3,Low
2441,-0.99,9,9,4,113,5,6,9,High
2442,-0.15,7,5,7,138,1,6,7,High
2443,-0.98,7,8,3,99,6,6,6,Low
2444,-0.09,7,6,3,124,6,4,1,Medium
2445,-0.04,7,5,3,153,2,2,4,Low
2446,-0.43,4,9,3,109,8,2,4,Low
2447,-0.88,7,7,7,139,4,3,9,Low
2448,-0.03,3,7,4,104,0,6,4,High
2449,0.62,3,8,5,150,2,2,5,Low
2450,0.41,8,6,5,92,7,7,4,Medium
2451,0.89,3,8,3,121,1,3,8,High
2452,-0.74,5,9,8,84,4,7,4,High
2453,0.95,9,7,2,148,2,2,2,Medium
2454,0.31,9,9,3,140,0,1,7,Low
2455,0.48,4,5,3,120,2,5,1,Medium
2456,-0.68,7,8,6,103,9,9,2,Low
2457,-0.74,6,7,9,122,2,3,5,Low
2458,0.16,7,9,3,83,2,5,7,High
2459,-0.89,9,6,4,145,6,7,9,High
2460,-0.65,5,7,7,120,6,5,1,Medium
2461,0.06,7,9,5,121,5,6,9,Low
2462,0.47,9,5,2,128,9,8,8,High
2463,0.88,9,6,8,133,3,5,9,High
2464,0.71,9,7,3,140,5,9,5,Medium
2465,0.64,5,6,1,143,1,5,3,Low
2466,0.08,5,7,6,151,0,9,4,Medium
2467,-0.13,6,8,7,123,2,7,4,High
2468,-0.89,5,9,6,86,4,6,5,Medium
2469,0.85,6,6,5,93,3,8,1,High
2470,-0.04,3,9,3,125,1,3,2,Low
2471,-0.26,3,6,7,139,5,5,8,Medium
2472,0.58,9,5,6,111,7,6,1,Low
2473,0.85,8,6,5,89,3,5,2,High
2474,-0.62,4,5,9,148,1,9,8,Low
2475,-0.78,5,5,5,132,0,5,9,Low
2476,-0.5,8,9,4,89,2,8,1,Low
2477,-0.91,8,5,5,133,4,4,2,Medium
2478,0.87,4,7,8,113,9,6,6,Medium
2479,-0.37,8,5,3,147,8,5,3,Medium
2480,-0.9,3,6,9,158,8,9,1,Low
2481,-0.22,7,7,5,91,3,5,4,Low
2482,0.66,5,8,8,156,4,3,9,High
2483,0.18,5,6,8,88,5,4,5,Medium
2484,0.5,7,5,6,80,2,8,3,High
2485,0.74,4,9,7,145,8,5,6,High
2486,-0.83,7,5,2,137,9,8,5,High
2487,-0.16,8,5,4,121,4,8,4,Low
2488,0.82,8,6,6,124,9,5,3,Low
2489,0.9,7,6,3,126,2,2,8,Low
2490,0.3,7,8,1,142,4,9,1,Low
2491,0.71,6,7,3,97,9,9,2,Medium
2492,-0.3,9,5,9,155,9,2,9,Medium
2493,0.84,8,5,6,80,5,8,2,High
2494,0.94,6,5,3,118,2,3,2,High
2495,-0.29,6,6,7,157,2,5,7,High
2496,-0.49,9,9,9,89,8,5,8,Medium
2497,-0.66,4,8,4,141,7,9,4,High
2498,-0.9,6,7,5,135,3,2,2,High
2499,0.08,3,9,3,129,2,2,3,High
2500,-0.12,4,7,1,155,5,3,4,Medium
2501,0.42,5,6,5,89,8,1,5,Low
2502,0.38,8,9,2,127,7,3,8,Low
2503,-0.52,9,8,8,112,1,5,3,Medium
2504,0.59,9,6,5,149,2,6,4,Low
2505,-0.53,3,5,5,153,5,3,8,High
2506,0.9,3,8,3,81,1,1,1,Low
2507,-0.11,4,6,5,111,3,6,3,Medium
2508,0.67,6,9,2,112,3,9,7,High
2509,0.65,8,7,5,112,2,8,3,High
2510,-0.43,8,9,2,101,9,7,5,Low
2511,0.45,5,8,7,110,8,4,2,Low
2512,-0.42,7,6,2,133,5,2,3,High
2513,0.65,8,5,8,138,0,1,1,Low
2514,0.53,5,6,7,158,0,7,1,Medium
2515,0.82,4,5,3,126,8,3,2,Medium
2516,0.66,4,6,1,86,5,8,2,Low
2517,-0.07,3,9,8,149,4,7,8,High
2518,-0.55,7,8,9,132,7,6,7,High
2519,0.74,3,9,7,154,0,1,8,Medium
2520,0.94,3,9,3,105,0,4,9,Medium
2521,0.09,8,6,4,89,8,1,5,High
2522,0.16,6,6,2,133,3,7,1,Medium
2523,-0.86,8,6,3,89,3,2,3,High
2524,0.48,4,9,9,129,8,3,4,Low
2525,0.25,6,7,3,94,1,2,8,Low
2526,-0.91,5,5,1,117,5,8,9,Medium
2527,-0.59,3,5,8,93,2,5,9,High
2528,-0.94,5,7,6,80,2,2,7,High
2529,0.57,7,7,8,126,5,7,8,Medium
2530,-0.73,9,8,6,86,3,3,1,Low
2531,0.59,5,6,8,151,3,7,8,Medium
2532,0.7,6,5,5,112,0,9,5,High
2533,-0.11,6,5,2,82,7,1,2,Medium
2534,0.85,8,7,7,148,2,8,2,Medium
2535,-0.93,6,6,3,87,9,1,9,Low
2536,0.69,7,9,3,103,3,2,4,Medium
2537,-0.57,3,6,9,158,1,8,9,High
2538,-0.36,7,5,8,137,9,6,9,High
2539,0.48,7,6,5,119,2,3,9,High
2540,-0.95,7,5,8,131,2,3,5,Low
2541,-0.63,6,6,4,127,4,1,2,Low
2542,0.74,5,8,8,94,3,6,8,High
2543,-0.04,7,9,7,120,4,6,1,High
2544,-0.33,8,9,7,84,3,5,2,Medium
2545,-0.18,3,7,3,125,1,2,5,Low
2546,-0.71,5,7,1,102,9,7,3,Low
2547,-0.89,5,9,2,133,4,5,5,Low
2548,-0.78,8,5,8,122,3,6,4,Low
2549,0.19,8,6,4,153,4,2,8,Low
2550,0.76,5,8,3,154,5,9,6,High
2551,0.18,7,7,9,96,0,1,9,Low
2552,-0.14,4,8,8,108,8,2,6,High
2553,0.24,7,6,1,128,2,3,5,High
2554,-0.79,3,8,7,132,9,1,1,High
2555,0.75,5,8,5,149,2,3,1,Medium
2556,0.44,9,8,2,124,0,7,5,Low
2557,-0.3,3,9,9,113,1,5,9,Low
2558,-0.26,6,8,1,98,1,7,6,Low
2559,0.19,9,6,8,107,1,1,5,High
2560,-0.27,3,9,2,111,5,8,4,Medium
2561,-0.36,9,8,7,146,9,5,2,High
2562,0.72,9,5,4,91,5,4,9,Medium
2563,-0.56,5,8,5,155,0,1,7,High
2564,0.85,9,6,6,87,3,4,5,High
2565,-0.08,6,6,8,153,5,3,8,Medium
2566,-0.54,3,6,6,98,0,8,4,High
2567,-0.47,9,8,2,154,2,8,2,High
2568,-0.87,8,8,7,130,3,2,2,Low
2569,0.66,6,5,5,94,6,8,9,Low
2570,0.72,5,5,3,156,4,5,6,Low
2571,0.47,6,6,1,141,2,2,1,High
2572,-0.71,7,9,8,136,0,1,6,Medium
2573,0.68,7,5,3,130,1,5,7,Medium
2574,-0.03,7,6,9,153,2,7,5,Low
2575,0.89,3,7,5,149,1,9,1,High
2576,-0.1,8,6,6,84,7,2,1,High
2577,-0.52,4,6,3,101,4,5,7,Low
2578,0.36,4,6,5,85,6,4,5,High
2579,-0.35,7,9,9,104,7,2,2,Low
2580,0.53,6,7,9,142,7,2,5,Medium
2581,-0.21,8,5,2,128,3,1,5,High
2582,-0.41,7,5,2,91,0,5,9,High
2583,0.72,3,8,5,92,9,9,7,Low
2584,0.73,3,9,5,87,7,9,2,Medium
2585,-0.29,3,6,7,138,8,7,1,Low
2586,0.6,4,5,1,152,4,2,9,High
2587,-0.21,3,6,3,132,6,2,3,Low
2588,0.4,8,6,5,145,5,6,1,High
2589,0.78,8,6,4,149,4,2,1,Medium
2590,-0.99,6,5,4,105,8,5,5,Low
2591,-0.76,3,9,2,141,0,3,2,Low
2592,-0.24,5,5,9,125,0,1,5,High
2593,0.9,7,7,1,119,6,1,6,High
2594,0.32,4,9,4,107,2,4,7,High
2595,-0.44,5,5,7,91,9,8,4,High
2596,-0.5,6,8,9,143,2,7,6,Low
2597,-0.97,4,9,5,91,0,2,2,Medium
2598,-0.24,6,8,9,90,1,2,6,High
2599,0.68,4,6,3,124,7,4,4,Low
2600,-0.97,9,6,3,152,2,7,5,High
2601,-0.05,7,7,3,139,5,5,4,Low
2602,-0.94,3,9,1,91,5,9,7,Medium
2603,-0.67,9,5,9,158,7,9,4,Medium
2604,0.89,3,6,3,107,1,7,9,High
2605,-0.31,9,5,7,95,3,7,2,Low
2606,0.6,7,7,9,92,9,1,7,Low
2607,0.02,5,7,4,148,1,1,5,Medium
2608,-0.1,5,9,2,136,1,2,1,Low
2609,0.49,7,8,9,100,7,4,4,High
2610,-0.41,9,8,1,110,1,2,5,Medium
2611,-0.96,9,5,3,145,0,3,6,Low
2612,0.46,8,8,1,108,7,2,8,Low
2613,0.16,8,6,9,101,9,5,2,High
2614,0.01,4,8,4,122,6,6,1,Medium
2615,0.77,5,6,4,128,5,5,5,High
2616,0.51,6,9,4,159,9,4,2,High
2617,-0.56,4,7,9,83,2,3,3,High
2618,0.75,7,6,2,83,5,5,4,Low
2619,-0.88,9,6,6,146,6,4,6,High
2620,0.84,4,8,8,159,3,7,1,High
2621,0.8,4,9,1,81,7,7,1,Medium
2622,0.47,8,5,4,116,4,5,1,Low
2623,-0.95,6,8,1,129,6,1,2,High
2624,-0.07,6,5,7,103,5,8,6,Low
2625,-0.96,4,8,4,95,7,2,1,High
2626,-0.73,6,7,9,88,9,1,5,Medium
2627,0.81,6,9,7,136,8,5,4,Medium
2628,0.38,3,9,6,139,0,1,9,Medium
2629,0.16,3,9,7,84,9,3,5,Low
2630,-0.69,6,9,2,121,0,4,3,Low
2631,-0.72,5,6,5,150,2,5,3,Low
2632,-0.77,3,9,3,99,6,9,7,Medium
2633,-0.65,9,5,3,113,5,9,4,Low
2634,-0.64,6,5,4,120,9,5,1,High
2635,-0.51,7,8,3,122,4,4,8,Low
2636,-0.46,5,5,7,104,1,7,9,Low
2637,0.37,7,8,4,128,6,1,7,Low
2638,-0.71,8,9,4,110,7,2,4,High
2639,-0.01,7,7,1,132,6,8,4,High
2640,-0.5,8,9,3,94,4,7,5,Low
2641,0.39,7,9,6,97,7,3,3,High
2642,0.89,9,7,4,91,0,3,9,Low
2643,-0.6,8,9,4,89,3,8,3,Medium
2644,-0.25,5,7,5,121,0,9,8,High
2645,0.6,8,5,6,98,5,9,7,Medium
2646,-0.73,8,7,5,86,3,1,6,High
2647,-0.04,4,5,4,83,2,9,2,Low
2648,-0.46,3,7,2,134,9,1,3,High
2649,-0.65,4,5,5,147,1,6,9,High
2650,-0.63,5,7,3,131,4,6,4,High
2651,-0.68,3,9,7,130,1,9,8,Medium
2652,-0.91,9,7,3,84,3,3,4,Low
2653,-0.17,8,6,5,106,7,7,1,Medium
2654,0.13,3,6,8,140,2,1,4,Low
2655,0.96,9,5,2,114,4,7,8,High
2656,0.75,5,7,2,137,9,6,3,Low
2657,0.33,6,8,1,81,4,8,2,Low
2658,-0.67,8,5,3,125,2,3,5,Low
2659,-0.24,5,8,3,95,2,7,3,Medium
2660,-0.23,7,9,4,102,9,4,3,Low
2661,-0.28,3,8,5,84,1,6,8,High
2662,0.14,5,7,8,159,5,7,3,Low
2663,0.88,3,6,8,116,4,1,3,Medium
2664,0.88,7,9,5,133,9,2,7,High
2665,-0.26,7,5,2,139,3,6,6,High
2666,0.93,4,9,4,85,7,6,9,High
2667,-0.28,7,7,4,144,8,9,4,Medium
2668,0.2,3,5,9,121,4,7,5,High
2669,0.79,9,7,6,146,3,2,2,Medium
2670,-1.0,4,9,5,148,2,8,6,Low
2671,-0.28,5,7,8,115,8,9,6,High
2672,-0.06,5,7,1,109,2,3,8,Low
2673,0.02,8,9,3,137,7,5,5,High
2674,-0.31,6,9,4,93,8,8,3,Low
2675,-0.04,4,8,9,146,7,6,3,Medium
2676,0.92,5,9,7,85,3,1,7,Medium
2677,-0.9,7,5,6,118,8,6,8,Low
2678,-0.09,4,9,9,106,4,2,4,Low
2679,-0.86,7,6,5,86,6,5,6,High
2680,-0.61,8,6,7,158,9,5,9,High
2681,-0.44,9,5,6,100,3,2,4,Low
2682,0.84,6,6,8,118,8,1,1,High
2683,0.79,7,6,7,124,7,8,2,Low
2684,0.61,5,6,3,94,0,6,8,Medium
2685,0.76,8,5,9,107,4,1,9,High
2686,-0.53,9,6,6,145,3,5,8,High
2687,-0.62,4,9,9,128,6,6,3,High
2688,0.93,6,9,3,85,1,7,9,Medium
2689,0.08,9,8,5,109,3,7,7,High
2690,-0.9,7,7,5,99,2,9,3,High
2691,0.99,8,6,5,150,8,7,1,Low
2692,0.25,5,7,9,113,0,9,3,Low
2693,-0.14,7,8,9,147,6,1,3,High
2694,0.56,6,5,7,110,5,1,7,Low
2695,-0.17,8,7,5,88,4,1,9,Low
2696,-0.84,5,7,7,121,6,3,9,Medium
2697,-0.44,4,9,2,84,3,5,4,Low
2698,-0.38,3,8,4,91,9,3,1,Medium
2699,-0.81,3,7,6,93,9,1,8,High
2700,-0.53,5,8,8,115,2,9,4,High
2701,0.66,8,9,8,156,1,3,4,Medium
2702,-0.71,4,8,4,96,7,6,2,High
2703,-0.61,8,8,4,85,6,3,1,Medium
