employee_id,meetings_attended,collaboration_score,punctuality_score,training_hours_completed,work_engagement_score,peer_interaction_score,initiative_score,task_followup_score,performance_rating
2159,16,7,7,9.5,6,5,8,7,Low
2160,12,5,9,15.9,9,8,2,5,Low
2161,7,9,7,17.3,6,5,6,9,Medium
2162,10,5,8,6.0,9,9,2,6,High
2163,16,7,9,18.2,7,5,5,9,Medium
2164,9,6,9,5.4,7,6,1,8,Low
2165,7,8,7,16.6,9,6,8,5,High
2166,14,6,6,5.5,6,8,7,9,High
2167,12,5,6,6.0,6,6,5,5,Medium
2168,19,7,9,17.9,5,7,1,8,High
2169,5,9,8,7.8,8,5,7,8,Low
2170,13,5,7,16.8,9,5,6,8,High
2171,18,5,9,11.8,9,7,8,9,High
2172,10,9,9,10.2,8,5,5,9,High
2173,14,6,6,6.3,8,6,3,5,Low
2174,18,7,6,13.6,6,7,2,6,Low
2175,19,5,6,12.7,8,7,2,8,Medium
2176,16,7,6,11.5,6,8,9,5,High
2177,7,6,6,11.3,7,5,5,8,Low
2178,7,5,9,8.2,7,9,8,7,High
2179,14,5,6,17.6,6,7,7,5,High
2180,19,7,8,8.9,5,9,7,5,Medium
2181,16,8,8,17.8,7,6,9,6,Medium
2182,9,6,9,9.1,8,5,8,5,High
2183,18,9,9,16.4,8,7,8,9,High
2184,16,6,6,15.9,5,7,6,8,Low
2185,9,8,6,5.4,7,8,4,9,High
2186,8,6,9,16.5,7,6,5,6,High
2187,16,8,7,14.8,6,8,4,7,Medium
2188,17,8,8,11.5,6,7,7,7,High
2189,14,8,9,5.9,7,6,4,7,Medium
2190,7,9,9,14.0,5,9,6,6,Medium
2191,13,8,9,14.3,8,8,4,8,Medium
2192,8,9,9,5.3,5,6,9,7,Low
2193,9,8,9,12.4,9,8,4,6,Medium
2194,10,8,6,16.0,6,6,5,7,High
2195,16,6,8,18.2,7,8,7,6,High
2196,8,9,9,10.3,8,5,4,8,Low
2197,12,5,9,6.7,9,5,3,9,Low
2198,13,8,7,13.8,5,8,8,5,Medium
2199,13,9,6,14.1,9,8,2,8,Low
2200,16,5,9,9.8,8,9,8,7,Medium
2201,19,7,7,16.5,6,7,2,8,High
2202,18,8,9,10.0,6,6,2,7,Medium
2203,10,9,8,12.1,8,7,5,9,Low
2204,17,5,7,17.2,9,6,2,6,Medium
2205,8,9,9,19.4,5,9,3,8,High
2206,13,5,8,14.9,8,9,2,7,High
2207,17,9,7,18.2,8,7,5,5,Medium
2208,10,9,9,18.7,9,9,7,9,Medium
2209,19,7,9,11.7,9,7,6,8,Low
2210,9,7,8,11.7,9,5,1,8,Medium
2211,9,6,8,19.2,6,9,8,8,Low
2212,17,5,9,18.7,8,7,7,5,High
2213,6,6,7,6.9,9,9,8,6,Low
2214,17,6,6,16.8,5,7,9,7,High
2215,18,6,8,10.8,5,9,2,7,High
2216,10,7,7,12.9,6,8,1,7,High
2217,10,8,7,6.4,8,6,3,5,High
2218,7,9,6,16.3,8,9,4,5,High
2219,7,6,7,12.2,9,8,7,8,Low
2220,5,9,8,13.0,8,8,8,6,Low
2221,6,5,8,7.4,7,8,1,8,Medium
2222,9,8,7,10.1,6,7,8,9,Medium
2223,15,9,7,17.7,5,6,6,7,Low
2224,15,6,8,10.3,8,9,8,5,High
2225,16,6,9,18.5,9,7,1,5,Medium
2226,19,5,8,6.0,8,9,1,9,High
2227,15,5,6,16.3,9,7,1,8,High
2228,10,7,7,16.9,8,5,4,5,High
2229,6,6,7,9.0,8,7,9,6,High
2230,13,5,8,11.0,5,8,3,5,High
2231,8,7,8,9.1,5,6,7,8,Low
2232,18,9,6,15.4,9,8,9,7,High
2233,11,9,7,5.9,8,9,5,7,Low
2234,11,9,8,11.0,7,5,7,6,High
2235,16,8,8,16.8,8,6,2,7,Low
2236,12,8,8,12.2,9,6,2,8,Medium
2237,5,9,9,17.7,7,9,7,9,High
2238,18,6,7,10.9,7,6,8,7,Low
2239,12,8,9,17.8,6,8,3,9,High
2240,14,9,7,5.3,5,5,1,8,Medium
2241,13,7,9,14.2,5,6,2,9,Low
2242,7,9,7,6.1,5,9,7,8,Medium
2243,19,8,9,12.0,5,9,1,7,Medium
2244,12,5,6,15.2,9,5,3,6,Medium
2245,11,9,7,18.1,8,6,7,7,Medium
2246,13,7,7,5.7,8,7,2,6,High
2247,6,9,7,11.5,9,6,8,8,High
2248,12,5,6,14.4,9,7,7,8,High
2249,6,5,8,19.8,5,6,6,5,Medium
2250,7,5,7,18.7,8,8,6,5,High
2251,5,7,8,10.4,5,8,3,9,High
2252,14,5,8,10.4,6,6,2,7,Low
2253,7,6,8,14.3,8,9,6,9,Medium
2254,8,9,7,19.3,5,9,2,9,High
2255,5,5,9,15.4,5,7,3,6,High
2256,5,6,8,10.7,9,5,5,7,Low
2257,14,5,9,18.2,7,9,4,5,Medium
2258,7,9,6,13.2,7,6,3,8,Medium
2259,14,9,6,8.4,6,6,2,9,Low
2260,12,7,8,13.3,5,8,7,8,Medium
2261,10,7,8,10.7,8,9,9,7,High
2262,5,8,8,19.2,8,6,3,6,Medium
2263,14,7,8,12.1,6,7,4,9,High
2264,13,9,6,10.1,5,9,4,9,Low
2265,18,9,8,18.7,5,9,6,7,Medium
2266,12,7,7,13.8,5,9,3,6,Medium
2267,8,5,6,9.5,6,6,3,5,Medium
2268,11,8,6,17.0,6,9,5,6,High
2269,17,6,7,12.1,9,7,7,8,Low
2270,10,6,8,16.7,5,9,3,9,Medium
2271,9,7,8,11.4,9,7,5,7,Medium
2272,11,5,6,5.1,5,5,5,5,Medium
2273,13,9,9,7.9,9,5,4,6,Low
2274,10,9,7,12.5,5,5,4,9,Low
2275,12,6,9,6.9,8,5,2,7,Medium
2276,16,8,6,5.3,7,7,9,5,High
2277,5,7,7,13.4,7,5,5,6,Medium
2278,6,7,8,14.8,8,9,8,9,High
2279,15,7,6,18.9,9,9,6,7,Medium
2280,11,5,9,19.9,6,7,9,6,Medium
2281,13,8,8,7.5,7,8,3,6,Low
2282,8,9,8,8.8,5,9,9,6,Low
2283,5,5,8,9.0,8,7,9,6,High
2284,15,6,9,8.0,9,9,8,9,Low
2285,7,5,7,16.7,9,9,9,9,Low
2286,8,6,8,13.4,6,7,2,7,Low
2287,14,7,9,12.6,6,9,1,8,Low
2288,5,7,7,19.1,8,9,1,5,Medium
2289,5,6,7,5.0,7,6,9,6,High
2290,8,6,8,8.8,7,7,6,7,High
2291,12,8,8,5.8,5,6,9,5,High
2292,9,6,7,5.6,8,8,4,6,High
2293,7,7,7,12.6,8,9,2,8,Low
2294,19,8,8,10.5,8,9,1,6,Medium
2295,17,8,9,8.5,9,7,2,9,Medium
2296,10,6,8,5.2,6,5,7,6,Medium
2297,7,5,7,18.5,6,7,4,8,High
2298,15,7,8,7.9,8,7,9,6,Low
2299,5,8,8,7.4,7,9,9,5,Low
2300,5,9,8,7.3,8,9,2,9,Medium
2301,6,5,8,17.9,6,6,6,8,High
2302,11,8,9,17.3,9,7,9,5,High
2303,12,9,8,18.9,7,7,5,5,High
2304,5,6,6,5.7,8,9,5,7,Medium
2305,6,9,9,5.4,6,7,3,8,Medium
2306,13,5,7,14.3,6,6,5,8,Medium
2307,17,6,6,12.5,9,8,1,5,Medium
2308,13,9,7,6.2,8,5,2,5,Low
2309,18,6,9,11.7,5,5,4,5,Medium
2310,16,6,9,9.2,7,7,9,5,Low
2311,7,6,7,13.2,5,7,2,9,Low
2312,14,5,8,16.1,9,7,2,6,High
2313,12,8,7,16.9,6,6,7,9,High
2314,19,7,8,5.8,5,7,2,9,Low
2315,9,9,6,6.3,8,9,2,7,Low
2316,11,9,8,9.4,7,7,4,5,Low
2317,16,9,8,6.1,7,6,3,6,Medium
2318,11,7,8,15.9,7,7,2,7,High
2319,11,8,7,13.4,6,6,3,7,High
2320,18,5,6,5.4,5,6,6,6,Medium
2321,12,9,7,15.3,7,8,9,6,Medium
2322,14,9,9,17.8,6,7,4,9,Medium
2323,18,7,9,6.6,7,6,8,5,Low
2324,11,7,9,18.1,9,7,7,6,Medium
2325,12,6,7,16.4,9,9,4,6,Medium
2326,7,9,8,19.5,9,7,8,7,Low
2327,9,5,7,18.7,9,8,5,5,Medium
2328,17,7,6,7.8,5,7,1,5,High
2329,15,8,7,12.2,7,9,4,9,Low
2330,18,8,6,18.2,8,8,9,9,Medium
2331,8,7,9,17.2,7,6,7,8,Medium
2332,17,9,7,18.0,7,5,7,8,High
2333,10,7,9,13.0,8,8,5,7,Medium
2334,14,7,8,9.4,8,8,1,8,Medium
2335,6,7,7,16.8,8,6,5,6,Low
2336,15,9,6,18.0,5,6,7,9,Low
2337,9,8,9,15.7,7,9,7,7,Low
2338,10,5,8,18.0,8,6,3,9,Low
2339,7,7,9,11.2,7,9,7,9,High
2340,13,7,7,16.0,5,6,1,6,Medium
2341,6,7,7,15.1,8,5,1,6,Medium
2342,9,9,6,11.5,8,5,2,7,Low
2343,12,7,8,19.6,8,9,1,7,Medium
2344,19,7,8,6.8,5,7,2,9,High
2345,7,8,8,7.0,8,8,3,8,Medium
2346,5,7,7,15.1,7,7,2,9,High
2347,7,8,6,9.2,5,8,3,6,Low
2348,19,9,6,15.4,6,7,4,8,High
2349,14,5,8,15.3,7,8,5,9,Low
2350,12,9,6,13.0,7,9,7,8,Low
2351,18,6,7,6.3,9,8,2,9,Low
2352,16,6,7,10.8,7,8,4,9,Low
2353,18,8,8,7.7,5,6,1,6,High
2354,7,5,7,10.1,7,9,5,5,High
2355,18,6,7,18.3,8,6,2,7,Low
2356,8,9,9,15.5,5,9,6,9,Low
2357,9,6,7,13.9,9,5,7,8,Medium
2358,8,8,6,11.6,8,7,6,6,High
2359,14,5,6,8.4,8,6,5,8,Low
2360,14,9,8,12.5,8,9,5,8,High
2361,14,5,9,11.2,5,6,1,9,Low
2362,5,7,9,8.7,9,9,1,5,Low
2363,13,8,7,18.8,9,6,1,5,High
2364,19,9,7,11.8,7,9,8,6,Low
2365,15,5,7,7.2,7,8,1,8,Medium
2366,6,9,9,8.6,6,5,6,8,Medium
2367,14,9,7,14.0,6,5,2,6,Medium
2368,7,9,8,7.0,7,9,6,9,Low
2369,7,8,9,14.4,5,5,5,6,Medium
2370,7,9,7,14.2,5,9,5,8,Medium
2371,8,8,8,12.3,6,5,6,8,High
2372,14,7,8,5.4,7,6,4,9,Medium
2373,5,9,9,15.3,8,6,2,7,Medium
2374,7,9,6,5.2,6,7,7,9,Medium
2375,18,5,6,16.7,5,8,9,8,High
2376,14,9,6,10.8,8,7,6,7,Low
2377,17,6,6,15.9,6,8,2,5,Medium
2378,5,9,6,13.2,8,6,9,9,Medium
2379,10,8,8,16.2,6,6,3,6,Medium
2380,15,5,7,15.7,8,6,4,8,Low
2381,13,6,9,7.2,5,9,6,8,Medium
2382,9,6,9,7.5,6,9,4,6,High
2383,19,9,8,6.9,8,7,2,6,Low
2384,7,8,7,13.6,7,5,6,7,Low
2385,14,8,6,18.6,6,9,1,8,Low
2386,17,8,8,6.6,6,7,5,9,Medium
2387,13,9,7,12.8,7,7,8,8,Medium
2388,15,9,9,19.1,8,7,4,5,Medium
2389,18,9,7,13.9,5,9,7,6,Low
2390,19,5,6,16.3,8,9,6,9,Medium
2391,17,7,6,5.8,8,9,4,7,High
2392,7,5,6,19.0,9,9,5,8,Low
2393,7,8,7,14.3,8,6,3,9,High
2394,13,7,8,7.3,7,9,3,6,Medium
2395,7,8,6,18.3,9,7,9,6,High
2396,14,7,9,10.8,5,8,7,9,Medium
2397,17,8,6,8.0,8,9,6,8,Medium
2398,6,8,7,13.1,7,9,4,5,Low
2399,10,9,7,10.3,7,9,5,5,Medium
2400,16,7,7,16.2,6,8,9,5,Medium
2401,13,5,6,8.1,7,9,8,8,Low
2402,15,5,7,15.8,8,9,2,6,Medium
2403,9,5,6,5.3,7,9,1,6,High
2404,6,8,8,17.4,9,9,4,8,High
2405,11,8,8,16.7,5,9,3,7,Low
2406,11,9,8,18.2,5,5,9,9,Medium
2407,6,6,8,13.4,7,9,1,8,Low
2408,19,7,8,16.6,7,9,9,6,Low
2409,5,7,6,14.4,5,6,1,8,High
2410,10,7,8,7.8,9,9,1,8,Medium
2411,17,7,9,7.8,9,9,1,6,Medium
2412,5,6,6,19.2,5,7,5,5,Medium
2413,12,9,8,19.9,9,5,8,6,Medium
2414,16,9,7,18.7,9,5,5,6,High
2415,5,8,9,6.9,8,6,4,7,Medium
2416,8,6,6,13.7,5,8,6,9,High
2417,6,5,6,17.5,9,8,5,7,High
2418,19,6,8,14.2,9,6,3,5,Low
2419,13,9,9,9.2,8,7,1,6,High
2420,15,5,7,13.3,6,6,2,8,Medium
2421,19,9,6,19.5,9,8,5,8,High
2422,18,9,8,13.8,5,7,8,5,High
2423,6,7,6,10.9,7,7,6,5,Medium
2424,18,5,9,12.7,7,9,3,5,Medium
2425,12,6,8,9.5,7,8,2,5,Low
2426,7,9,7,12.1,5,7,3,7,High
2427,7,5,6,15.8,9,9,8,5,High
2428,12,9,9,9.8,6,6,1,7,Low
2429,16,6,8,7.5,8,5,8,6,Medium
2430,16,7,8,14.2,7,5,7,8,High
2431,15,6,7,16.4,9,9,8,8,Low
2432,5,9,9,15.2,7,9,4,9,Medium
2433,15,9,7,7.4,8,6,1,7,Low
2434,16,8,7,10.5,6,7,4,8,High
2435,10,8,9,7.2,9,5,6,8,High
2436,10,6,7,9.8,6,8,9,5,Low
2437,11,6,7,14.8,5,6,8,5,Low
2438,15,7,6,12.7,7,5,8,9,High
2439,19,7,7,19.6,7,6,5,6,Low
2440,17,6,6,15.5,8,8,9,5,Low
2441,15,6,6,15.6,9,7,4,8,High
2442,11,7,8,15.4,7,6,3,7,High
2443,10,5,6,19.6,8,8,7,7,Low
2444,7,6,7,8.5,6,8,6,5,Medium
2445,12,5,7,10.7,5,9,2,7,Low
2446,11,6,8,13.3,8,5,6,5,Low
2447,15,7,9,7.1,7,8,5,5,Low
2448,19,5,6,7.1,7,8,8,6,High
2449,16,9,9,15.2,6,5,9,5,Low
2450,9,6,6,10.9,7,8,1,9,Medium
2451,12,5,9,14.8,5,8,6,7,High
2452,14,5,7,15.6,6,8,1,6,High
2453,8,9,8,19.1,9,7,8,5,Medium
2454,16,9,8,11.3,7,6,1,6,Low
2455,7,6,9,13.5,7,9,6,5,Medium
2456,15,5,7,11.7,8,7,6,5,Low
2457,11,5,8,13.6,8,7,8,5,Low
2458,8,8,6,12.9,6,9,5,7,High
2459,8,7,9,8.8,9,6,4,6,High
2460,17,8,6,6.1,6,6,6,8,Medium
2461,15,6,6,8.7,7,8,1,5,Low
2462,7,7,6,10.9,6,8,6,5,High
2463,17,8,9,9.7,8,7,2,6,High
2464,15,6,8,12.9,6,7,9,5,Medium
2465,17,6,8,17.2,8,5,6,5,Low
2466,11,9,6,13.9,5,6,6,6,Medium
2467,12,9,8,14.7,5,9,3,6,High
2468,8,5,7,8.6,7,9,7,6,Medium
2469,6,7,7,12.2,9,8,3,8,High
2470,18,9,8,18.4,8,9,1,5,Low
2471,17,9,9,16.5,9,5,1,6,Medium
2472,9,5,8,12.8,8,5,3,8,Low
2473,12,9,7,15.1,7,6,5,7,High
2474,5,5,9,10.3,9,6,3,6,Low
2475,14,6,8,18.3,8,9,5,8,Low
2476,15,5,7,9.3,9,9,1,6,Low
2477,5,7,6,17.2,9,7,1,7,Medium
2478,16,6,7,11.8,6,9,5,8,Medium
2479,17,7,6,15.1,9,5,8,6,Medium
2480,11,9,6,15.3,5,6,4,7,Low
2481,10,8,6,5.9,9,6,8,7,Low
2482,16,6,9,12.6,5,6,2,9,High
2483,7,6,9,9.7,9,5,3,7,Medium
2484,19,9,9,8.8,9,9,3,9,High
2485,12,6,8,9.4,9,8,2,6,High
2486,13,6,9,7.0,7,6,6,8,High
2487,9,7,9,15.3,7,6,1,8,Low
2488,5,7,6,12.7,8,9,2,5,Low
2489,13,6,6,14.7,5,5,4,7,Low
2490,12,6,7,9.7,8,8,5,8,Low
2491,15,5,8,10.8,9,5,5,9,Medium
2492,6,5,7,9.7,8,7,3,6,Medium
2493,9,5,8,6.9,9,6,4,9,High
2494,10,5,6,12.3,7,8,1,7,High
2495,12,6,7,9.9,9,8,5,7,High
2496,15,9,6,20.0,6,8,7,9,Medium
2497,8,6,7,7.5,8,7,9,6,High
2498,7,6,6,9.0,9,6,3,5,High
2499,10,5,7,19.7,9,7,4,5,High
2500,10,9,7,13.5,5,6,2,9,Medium
2501,8,6,9,15.1,6,6,5,7,Low
2502,17,7,8,17.0,7,9,2,8,Low
2503,6,6,8,5.8,5,6,4,7,Medium
2504,11,7,8,17.0,7,7,1,9,Low
2505,18,7,8,16.1,8,5,3,7,High
2506,7,7,7,17.6,5,8,2,5,Low
2507,11,8,9,14.4,8,9,9,7,Medium
2508,10,6,7,7.7,8,8,6,6,High
2509,7,6,7,6.7,6,8,9,7,High
2510,6,9,6,6.6,5,5,1,7,Low
2511,5,5,9,8.5,8,6,1,9,Low
2512,13,5,9,16.4,5,7,5,6,High
2513,13,7,8,13.9,6,6,8,6,Low
2514,9,5,6,5.3,9,7,5,6,Medium
2515,5,6,7,15.0,6,8,5,8,Medium
2516,9,9,9,17.7,6,9,7,9,Low
2517,13,7,7,14.9,5,7,5,5,High
2518,11,6,7,9.1,8,7,6,5,High
2519,8,5,6,19.5,9,7,3,7,Medium
2520,6,8,6,16.0,8,7,5,5,Medium
2521,17,5,9,6.0,6,5,7,6,High
2522,8,8,8,5.8,6,7,3,8,Medium
2523,18,8,6,14.4,9,5,9,8,High
2524,14,7,9,7.5,5,9,6,7,Low
2525,5,9,6,18.4,5,5,6,5,Low
2526,17,9,8,10.7,9,9,5,6,Medium
2527,11,5,9,7.4,8,7,5,7,High
2528,6,7,9,6.0,6,7,9,7,High
2529,7,6,6,8.8,6,7,4,8,Medium
2530,11,5,8,15.2,8,9,2,5,Low
2531,9,6,6,14.3,6,5,4,7,Medium
2532,12,8,6,15.5,8,8,1,7,High
2533,17,9,9,7.3,8,5,9,9,Medium
2534,16,8,9,7.1,7,5,5,7,Medium
2535,12,8,9,17.4,8,5,1,5,Low
2536,11,6,6,6.7,5,6,2,7,Medium
2537,14,8,7,14.8,6,6,1,7,High
2538,13,9,8,13.9,7,9,2,8,High
2539,6,9,7,13.6,8,9,6,9,High
2540,17,5,9,14.7,9,7,4,7,Low
2541,10,8,6,15.7,7,8,5,9,Low
2542,19,6,7,11.3,5,6,3,6,High
2543,5,7,8,9.3,9,9,6,5,High
2544,11,5,8,11.3,7,7,9,7,Medium
2545,9,8,7,8.3,5,8,4,5,Low
2546,15,8,6,13.0,7,7,7,7,Low
2547,10,7,6,11.4,5,6,8,7,Low
2548,15,9,7,11.1,9,9,6,6,Low
2549,6,5,8,18.6,9,6,1,5,Low
2550,12,9,9,8.3,9,7,1,5,High
2551,15,8,9,7.4,7,7,6,7,Low
2552,19,9,7,17.9,8,7,8,6,High
2553,18,5,7,6.8,8,6,8,7,High
2554,12,6,7,5.8,9,9,2,7,High
2555,12,9,8,18.9,9,6,7,9,Medium
2556,11,6,8,11.4,7,7,1,8,Low
2557,11,9,6,8.2,8,6,1,5,Low
2558,19,7,8,8.8,5,7,1,5,Low
2559,16,5,8,13.5,6,9,5,6,High
2560,9,5,8,10.4,8,7,9,9,Medium
2561,6,6,6,7.7,6,5,3,9,High
2562,6,9,8,5.0,7,8,8,5,Medium
2563,11,7,8,7.3,8,7,2,6,High
2564,10,9,9,17.4,6,5,4,9,High
2565,12,5,7,9.9,8,6,4,8,Medium
2566,5,7,7,10.1,8,5,7,8,High
2567,11,6,9,11.8,9,6,3,6,High
2568,8,9,6,16.7,6,7,6,7,Low
2569,9,7,8,11.6,5,7,8,8,Low
2570,7,6,7,10.0,9,7,6,9,Low
2571,5,8,9,16.7,9,6,4,7,High
2572,12,8,9,8.5,5,8,6,6,Medium
2573,17,7,7,18.9,5,7,3,9,Medium
2574,19,8,8,16.2,8,9,3,9,Low
2575,15,5,6,11.1,6,8,4,7,High
2576,6,5,8,19.3,8,6,7,5,High
2577,17,9,9,8.1,6,7,7,8,Low
2578,11,8,7,16.0,7,9,3,6,High
2579,5,6,6,18.2,7,6,9,6,Low
2580,16,9,9,18.4,7,9,5,6,Medium
2581,11,5,9,17.9,8,7,2,6,High
2582,11,6,6,6.7,7,5,8,9,High
2583,12,9,7,9.9,9,5,2,5,Low
2584,10,7,6,8.8,5,8,4,6,Medium
2585,6,9,6,13.2,6,7,9,9,Low
2586,8,9,6,8.1,5,9,7,8,High
2587,5,5,6,13.4,6,6,2,8,Low
2588,18,7,8,19.1,7,9,1,7,High
2589,6,6,7,14.0,9,6,5,5,Medium
2590,15,8,7,16.0,7,7,1,9,Low
2591,12,8,8,17.7,6,5,3,7,Low
2592,5,8,7,10.6,8,9,7,8,High
2593,18,9,6,19.1,9,5,2,9,High
2594,9,8,9,10.1,9,8,7,5,High
2595,10,9,8,9.8,7,7,5,9,High
2596,19,8,6,8.8,9,6,8,8,Low
2597,15,8,8,7.2,9,9,3,7,Medium
2598,17,7,8,17.5,5,6,6,7,High
2599,5,8,9,13.2,7,5,4,9,Low
2600,13,7,6,6.3,8,9,2,5,High
2601,14,7,8,15.1,5,9,4,5,Low
2602,13,8,8,17.8,5,7,5,9,Medium
2603,17,6,9,5.6,8,7,5,8,Medium
2604,11,7,6,16.4,7,5,3,7,High
2605,5,7,7,17.9,6,6,4,6,Low
2606,12,8,8,16.5,9,5,8,9,Low
2607,19,9,7,12.3,8,8,6,8,Medium
2608,12,6,7,6.9,9,5,9,8,Low
2609,19,7,6,10.5,9,7,4,9,High
2610,17,7,9,6.6,9,6,5,5,Medium
2611,5,7,8,11.0,7,6,5,7,Low
2612,16,6,9,15.7,7,5,4,8,Low
2613,9,6,7,14.4,5,8,8,9,High
2614,12,9,7,18.0,9,8,1,5,Medium
2615,8,6,7,12.9,7,6,6,5,High
2616,17,6,9,10.9,5,9,2,8,High
2617,6,6,7,12.6,9,5,6,7,High
2618,6,8,6,8.6,9,6,1,5,Low
2619,14,6,7,14.0,6,5,2,5,High
2620,6,7,6,18.7,7,6,5,5,High
2621,8,9,7,18.0,6,6,6,9,Medium
2622,8,8,7,13.7,6,8,2,6,Low
2623,17,8,7,7.4,9,6,4,7,High
2624,17,8,6,6.5,6,6,4,5,Low
2625,11,8,8,19.5,8,5,7,7,High
2626,11,6,8,6.7,8,8,3,8,Medium
2627,19,6,9,5.7,6,8,5,9,Medium
2628,17,9,7,10.2,8,6,3,6,Medium
2629,19,9,9,7.6,6,9,4,9,Low
2630,10,7,8,6.0,7,5,3,8,Low
2631,6,5,9,12.1,8,7,2,8,Low
2632,10,5,9,18.8,6,6,4,7,Medium
2633,14,5,7,19.5,8,7,3,9,Low
2634,12,7,7,15.1,6,7,2,8,High
2635,8,5,9,7.5,6,8,4,8,Low
2636,16,8,8,14.6,5,7,3,8,Low
2637,16,7,7,9.0,5,9,9,8,Low
2638,15,7,9,11.8,6,5,3,9,High
2639,6,6,6,17.5,8,5,4,9,High
2640,6,9,6,6.2,9,6,9,5,Low
2641,7,9,7,10.2,6,7,2,7,High
2642,5,6,7,5.2,8,9,5,6,Low
2643,8,7,9,16.9,5,6,3,7,Medium
2644,10,7,7,17.1,5,5,3,5,High
2645,11,5,8,19.6,5,7,9,7,Medium
2646,11,7,9,11.3,5,8,2,5,High
2647,11,6,8,11.4,8,9,8,6,Low
2648,13,8,9,13.2,8,8,5,6,High
2649,15,7,7,7.8,6,6,3,7,High
2650,13,6,9,15.6,7,5,7,7,High
2651,8,9,9,18.5,6,6,3,8,Medium
2652,13,6,9,17.1,7,9,7,7,Low
2653,16,8,8,8.6,9,5,1,7,Medium
2654,5,6,7,17.2,8,6,3,7,Low
2655,16,5,8,14.4,5,6,2,5,High
2656,10,8,8,15.6,5,9,9,7,Low
2657,5,6,6,15.2,9,7,9,6,Low
2658,16,8,7,18.6,5,9,7,6,Low
2659,12,5,6,15.5,5,5,6,7,Medium
2660,5,8,9,8.5,9,9,9,6,Low
2661,17,5,9,12.3,6,9,5,9,High
2662,13,7,9,5.2,8,6,7,7,Low
2663,10,9,8,10.3,8,5,3,8,Medium
2664,11,6,8,14.8,8,9,4,8,High
2665,15,6,6,15.0,7,6,7,7,High
2666,14,9,7,5.5,8,9,8,6,High
2667,5,7,6,18.0,7,7,8,5,Medium
2668,19,9,8,16.8,8,6,7,6,High
2669,14,9,7,18.3,8,7,9,6,Medium
2670,15,9,8,17.8,7,9,2,6,Low
2671,12,9,7,6.8,8,8,8,7,High
2672,12,9,6,8.6,6,5,5,8,Low
2673,7,7,6,13.3,8,8,5,6,High
2674,16,6,8,11.1,5,7,6,8,Low
2675,11,5,6,15.6,6,9,9,7,Medium
2676,9,8,6,17.0,8,8,7,6,Medium
2677,8,6,7,5.4,8,5,9,8,Low
2678,16,9,7,5.0,9,7,3,7,Low
2679,9,7,7,7.0,5,8,3,9,High
2680,11,9,9,8.3,6,9,7,7,High
2681,19,9,6,15.8,8,5,1,6,Low
2682,16,6,9,19.9,8,6,2,6,High
2683,15,7,7,7.1,6,9,7,6,Low
2684,8,8,7,6.3,5,6,6,5,Medium
2685,16,7,9,13.1,6,7,2,9,High
2686,9,5,8,17.1,6,9,7,8,High
2687,8,7,6,15.1,9,5,8,7,High
2688,14,6,7,14.1,5,7,2,8,Medium
2689,5,6,6,5.1,9,8,6,8,High
2690,8,8,8,18.4,6,8,4,5,High
2691,5,9,9,13.0,9,9,6,5,Low
2692,8,8,9,5.0,9,8,3,8,Low
2693,8,6,8,7.2,5,6,9,6,High
2694,6,8,6,15.6,8,9,3,9,Low
2695,10,9,8,11.3,5,6,9,9,Low
2696,14,7,7,6.7,5,6,8,7,Medium
2697,13,9,6,8.3,5,8,1,8,Low
2698,8,9,7,14.1,6,8,1,9,Medium
2699,8,6,9,11.5,5,7,8,8,High
2700,5,8,8,13.4,9,5,4,5,High
2701,12,9,9,18.4,7,9,7,9,Medium
2702,7,6,7,15.6,6,5,6,5,High
2703,15,9,8,5.7,6,6,1,6,Medium
2704,6,5,7,11.7,6,9,2,9,Medium
2705,8,8,8,8.2,7,8,1,9,Medium
2706,15,7,9,15.7,6,5,7,7,Medium
2707,16,6,8,11.0,6,6,8,7,Low
2708,18,9,7,10.1,6,6,9,7,High
2709,16,6,7,10.8,5,5,5,5,High
2710,13,5,7,14.4,9,5,1,9,Medium
2711,10,6,6,18.0,5,9,9,9,Medium
2712,5,5,9,11.0,7,7,6,9,Medium
2713,14,6,8,8.9,7,7,2,7,Low
2714,16,7,8,15.4,9,9,7,5,High
2715,13,8,6,15.7,8,8,4,9,Low
2716,13,8,9,6.0,9,8,2,7,Medium
2717,14,5,6,14.0,5,6,1,9,Medium
2718,13,8,7,18.2,8,5,3,5,Medium
2719,9,5,7,16.2,5,9,3,6,High
2720,18,6,7,9.0,6,5,7,9,High
2721,12,9,6,17.7,7,7,2,9,Medium
2722,16,7,9,12.0,5,7,2,9,Low
2723,7,9,9,14.9,8,8,6,7,Low
2724,15,7,7,6.9,8,8,4,7,Medium
2725,19,7,9,11.2,8,6,3,8,Low
2726,5,5,9,7.4,8,7,6,8,High
2727,13,7,6,8.2,6,6,3,5,Medium
2728,19,6,7,12.9,6,5,9,8,High
2729,12,5,8,12.3,8,7,9,7,Medium
2730,9,5,9,10.5,8,9,5,7,High
2731,15,7,7,17.5,5,7,5,5,Medium
2732,16,8,7,12.4,8,6,8,8,Low
2733,8,7,8,16.4,6,8,9,9,Low
2734,11,7,6,8.5,7,7,5,7,Medium
2735,15,5,9,19.5,6,8,7,9,High
2736,15,9,6,9.6,9,5,3,5,Low
2737,10,5,6,5.9,7,9,8,5,Medium
2738,18,9,6,12.3,7,7,8,8,Low
2739,7,9,8,18.7,6,8,8,8,Medium
